mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.22682957649230956,0.02326853627724815,0.007903718948364257,0.0004950706217311704,0.7,0.5,0.1,300,5,10,0.03,0.5,0.7,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.7}",-2.746646805990412,-2.779594671576749,-2.834422173104209,-2.911098201402378,-2.799142810596182,-2.814180932533986,0.05618874910718627,1,-2.491362383530961,-2.5054656819221357,-2.463890349529427,-2.435684516137158,-2.5119769399505167,-2.4816759742140393,0.028317725559494366
0.22274632453918458,0.019138055789690623,0.009286308288574218,0.0017933418035039912,0.9,0.0,0.1,300,20,10,0.01,0.0,0.7,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 20, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.7}",-2.910201022367924,-3.170155968434286,-2.966138076798299,-3.194634170476716,-2.944590269860465,-3.0371439015875383,0.1201814388381713,35,-2.9402519596895984,-2.876431095932058,-2.934800643325972,-2.8752253346961725,-2.932807060297029,-2.911903218788166,0.02955825580907395
0.7049802780151367,0.021824997395733976,0.01369633674621582,0.006293139992994431,0.8,0.1,0.5,700,5,8,0.1,0.0,0.8,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'n_estimators': 700, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",-2.973555078649122,-2.8476121360074265,-2.9396611681813787,-3.033050092266298,-2.826065555154589,-2.9239888060517627,0.07748440005319601,20,-1.8011892500582845,-1.8123086677284654,-1.8109506493258911,-1.7527460139889417,-1.840556139755768,-1.80355014417147,0.02859215411696395
0.4424556255340576,0.0298271057468961,0.008370590209960938,0.001171317575638197,0.9,0.0,0.1,700,15,6,0.1,0.5,0.8,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.1, 'n_estimators': 700, 'min_child_weight': 15, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.8}",-2.879588662135587,-2.9474655293972316,-2.896339485395515,-3.0263529477410835,-2.8776936411905547,-2.925488053171994,0.05638694057181854,21,-2.6816382196714312,-2.710768665254967,-2.753069034829001,-2.66338918916515,-2.754350760037116,-2.712643173791533,0.036781922067430466
0.5121072769165039,0.023692475095564103,0.010270261764526367,0.0013521138039895124,0.8,0.1,0.1,500,5,10,0.03,0.0,0.8,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.8}",-2.9027728601614204,-2.7819734728897787,-2.9774601128678544,-2.9631057396304983,-2.8105870015981056,-2.8871798374295317,0.07885842346450826,15,-2.0545806252776435,-2.0842018425281617,-2.0787194446356887,-2.051609285921867,-2.1214388661251853,-2.0781100128977092,0.025182501580745732
0.44347453117370605,0.013038243173959163,0.00737466812133789,0.00026622603010467173,0.9,0.5,0.5,700,10,12,0.05,0.5,0.8,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 700, 'min_child_weight': 10, 'max_depth': 12, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.8}",-2.766805293628196,-2.752476572154539,-2.8394965786531126,-2.9517605044199184,-2.76538496023757,-2.815184781818668,0.07482901594399673,2,-2.605532322270337,-2.6077063557304285,-2.6274531464578104,-2.5828312645507987,-2.634513375826921,-2.611607292967259,0.018198692791169344
0.22576470375061036,0.016124525160462904,0.00830698013305664,0.0009527880365096817,0.7,0.1,0.1,300,5,8,0.03,0.5,0.6,"{'subsample': 0.7, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.6}",-2.742856502343682,-2.768724724026466,-2.871607360797448,-2.908538573239844,-2.8067186526385726,-2.8196891626092024,0.06206219926002449,3,-2.4958286161377568,-2.513875555339728,-2.4693602884475774,-2.4403827154995175,-2.503397655323222,-2.4845689661495607,0.026547708178927685
0.2120128631591797,0.00951648365368435,0.009459877014160156,0.0016893306367292045,0.9,0.1,0.5,300,5,12,0.1,0.5,0.7,"{'subsample': 0.9, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.7}",-2.751109478985371,-2.7284401853623943,-2.874546993107648,-2.9534760360007843,-2.8226063943269435,-2.8260358175566282,0.0821522586533216,5,-2.5104994340636,-2.55931837892078,-2.4985849607331185,-2.4942296267317476,-2.571708890885123,-2.526868258266874,0.032239281188401844
0.36051273345947266,0.02258140149980372,0.009622955322265625,0.0013655089763892204,0.9,0.0,0.1,500,20,12,0.01,0.0,0.6,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 20, 'max_depth': 12, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.6}",-2.8525916175524615,-3.124252368157918,-2.913880222211425,-3.1359404438892264,-2.910405485241347,-2.987414027410476,0.11857440378473025,32,-2.8597743901188846,-2.824876011800931,-2.8749942884759148,-2.80524991237082,-2.8478046899585365,-2.8425398585450177,0.024821720802539173
0.1567389965057373,0.02499160699349137,0.007101249694824219,0.00048096690940818346,0.8,0.1,0.1,200,20,8,0.01,0.0,0.6,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 20, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.6}",-3.0222414920536,-3.181546628869591,-3.1277065930671633,-3.2844288435743194,-3.150475029299941,-3.153279717372923,0.08465456756222023,37,-3.0993594042157766,-3.0434148349371,-3.101414462599918,-3.0642718479333855,-3.095984906524595,-3.080889091242155,0.023111813561721848
0.1629915714263916,0.017893588270750504,0.00794358253479004,0.0013017061013889993,0.9,0.0,0.1,200,10,10,0.05,0.5,0.8,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.8}",-2.815376426406302,-2.7875262638564053,-2.846273200037186,-2.9452330804527747,-2.800902762667866,-2.839062346684107,0.056563885333275575,8,-2.5766157527201936,-2.5902271346325803,-2.5922251500410063,-2.55935071471916,-2.6186579248522945,-2.587415335393047,0.019551950529331872
0.21032447814941407,0.023336593377882218,0.012556028366088868,0.0064642389409889315,0.8,0.1,0.5,300,20,8,0.01,0.5,0.8,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 20, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",-2.943522406623334,-3.092844863740635,-2.99461674273287,-3.1661023218524225,-3.0076000285752653,-3.0409372727049053,0.07887624105137475,36,-2.9664350351974167,-2.932544277631712,-2.9773783700488985,-2.936850847269855,-2.9589821840745922,-2.954438142844495,0.01720163980906087
0.33515682220458987,0.025992312065379063,0.009310054779052734,0.0018095383829360928,0.7,0.1,0.0,500,15,8,0.03,0.0,0.6,"{'subsample': 0.7, 'reg_lambda': 0.1, 'reg_alpha': 0, 'n_estimators': 500, 'min_child_weight': 15, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6}",-2.863464079851237,-3.0085603734548654,-2.87696552129293,-3.096949596110945,-2.9113459574930434,-2.9514571056406043,0.08868993281115946,24,-2.7474000049048497,-2.741204098948193,-2.779052058245471,-2.710730463690649,-2.768451891465471,-2.7493677034509263,0.02370113804896869
0.18243422508239746,0.016607221902784127,0.009229755401611328,0.0031617289383456537,0.8,0.0,0.5,200,10,6,0.1,0.0,0.6,"{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.6}",-2.8501585119672423,-2.845929416807437,-2.872992650928474,-2.895231070798122,-2.777645785514223,-2.8483914872030995,0.0395305004334616,10,-2.4068854962293464,-2.4223299704208054,-2.410178499738384,-2.369821920704312,-2.457073375031272,-2.413257852424824,0.02806732209202614
0.1487055778503418,0.005159696653756691,0.014272022247314452,0.007242896287552052,0.8,0.0,0.5,200,15,12,0.03,0.5,0.7,"{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 15, 'max_depth': 12, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.7}",-2.8028136169158926,-2.9991158576264874,-2.901712533501159,-3.034671735952963,-2.851341940087801,-2.917931136816861,0.08737108673042406,19,-2.8158091402064613,-2.7763190061920637,-2.812628011816199,-2.7584829227159546,-2.819266955658692,-2.796501207317874,0.024510653192561134
0.4337963104248047,0.03185616164661115,0.008950614929199218,0.0012108796598816376,0.9,0.0,0.1,700,15,10,0.05,0.5,0.7,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.1, 'n_estimators': 700, 'min_child_weight': 15, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.7}",-2.8696886778263258,-2.921338477392344,-2.917411279151837,-3.003580218125468,-2.7586329301897536,-2.8941303165371455,0.08027266484293029,16,-2.7107164608937295,-2.709524522955159,-2.7591863529686456,-2.700406289631859,-2.7317917101777467,-2.722325067325428,0.021106483369835068
0.3009960651397705,0.026750894052343016,0.00789785385131836,0.000792408629378252,0.7,0.0,0.5,500,15,6,0.05,0.5,0.6,"{'subsample': 0.7, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 500, 'min_child_weight': 15, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",-2.850527201365008,-3.0415542241620575,-2.899877127836451,-3.0888484467072317,-2.9042920811990913,-2.957019816253968,0.091554390213732,25,-2.844999246725211,-2.820990769998012,-2.834892974845799,-2.7918934710242533,-2.822296355789868,-2.8230145636766286,0.01787488132520292
0.28481225967407225,0.03767143795182197,0.008139228820800782,0.0015029914230863034,0.8,0.1,0.0,300,10,6,0.1,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.8}",-2.8580607182507376,-2.866495066083722,-2.8980879907596573,-2.9531932185031256,-2.777494173511374,-2.8706662334217237,0.05730617146477645,13,-2.335379304491807,-2.3803711495533477,-2.3485867189107963,-2.3029724118763326,-2.3880267763039176,-2.3510672722272403,0.0309519086213904
0.15638213157653807,0.013949351032423882,0.008112287521362305,0.0012408153382367285,0.9,0.1,0.0,200,20,8,0.1,0.5,0.6,"{'subsample': 0.9, 'reg_lambda': 0.1, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 20, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.6}",-2.8304722067924017,-3.1472020516819352,-2.9271458419459884,-3.133896753924161,-2.927507072458649,-2.993244785360627,0.1254362353275887,34,-2.854643859123552,-2.836068063845251,-2.8593527414130477,-2.8120162388687096,-2.831714361171516,-2.838759052884415,0.017020424679111676
0.40602288246154783,0.03991137925159302,0.009609556198120118,0.002539939426973632,0.8,0.0,0.5,500,10,10,0.01,0.1,0.7,"{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.7}",-2.777952814820434,-2.8196228027447376,-2.858924383613808,-2.9481390296872436,-2.7733113624806114,-2.835590078669367,0.0642921499672065,6,-2.5762076694984075,-2.580506944340523,-2.578343524488671,-2.5474675246575544,-2.60847347487334,-2.5781998275716993,0.019340528915874032
0.141168212890625,0.009513655499508,0.01312112808227539,0.006125595542643451,0.7,0.5,0.5,200,20,10,0.1,0.0,0.6,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 20, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.6}",-3.448896207042966,-4.341770502519794,-4.929362011044853,-3.6563878984210567,-5.0717905632767915,-4.289641436461093,0.6529287394321146,40,-3.637133968894099,-4.350418962185177,-4.814321854133636,-3.478317036057836,-5.047441395277546,-4.265526643309658,0.6219887278047903
0.3963365077972412,0.02503733147019522,0.010063362121582032,0.0033627541647166786,0.7,0.5,0.0,700,20,12,0.1,0.5,0.8,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 700, 'min_child_weight': 20, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.8}",-2.938224059711932,-3.1425699215950753,-4.287004829173003,-3.1755284401958472,-4.867013098853667,-3.682068069905905,0.7577582417024123,38,-2.9965708001444757,-3.1038703901517217,-4.205810491168926,-2.9750053891803794,-4.833317596120393,-3.6229149333531794,0.7597819194765915
0.22719950675964357,0.014059928203728585,0.00746006965637207,0.0006047098816371951,0.7,0.1,0.5,300,15,12,0.1,0.0,0.7,"{'subsample': 0.7, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 15, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.7}",-2.860320044006948,-3.0249561314171887,-2.9031713517322864,-3.109393329968439,-2.9182247775343995,-2.9632131269318522,0.09099099211142576,26,-2.713613443800904,-2.6929774288019215,-2.7249830635829113,-2.6849038012351376,-2.7426258021826695,-2.7118207079207086,0.021000020830804007
0.3109004974365234,0.031105721451189176,0.008753728866577149,0.0014131435145297,0.8,0.5,0.1,500,20,12,0.1,0.5,0.7,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 20, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.7}",-2.8859216933401175,-3.0023985551891226,-2.8802306796522146,-3.0932417077195615,-3.014804631576942,-2.9753194534955916,0.08152527155399082,28,-2.86105172524198,-2.870098274005793,-2.9035330364243084,-2.848836761019613,-2.8732154552243054,-2.8713470503832,0.0181862306348804
0.41833767890930174,0.01904716070320799,0.008870935440063477,0.0010601590209558366,0.9,0.5,0.0,500,10,12,0.05,0.0,0.7,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 12, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7}",-2.8692571773543767,-2.8083019909342974,-2.927152085365,-2.9350333098016828,-2.796811918075955,-2.8673112963062626,0.057659757286067995,12,-2.3151120722957987,-2.35484031685223,-2.3084702775327743,-2.305315579640442,-2.3449875477915745,-2.3257451588225644,0.02022695979244794
0.17974600791931153,0.0109078033672035,0.011180305480957031,0.004573352265533957,0.7,0.5,0.1,300,20,12,0.05,0.5,0.6,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 20, 'max_depth': 12, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",-3.394427629090996,-4.291031867409225,-4.7725419341397535,-3.591980986799842,-4.971090565040119,-4.204214596495987,0.6243743873339326,39,-3.5798549720786186,-4.29093979234942,-4.683013694267732,-3.3687846382576163,-4.939916809543113,-4.1725019812993,0.6100438161012681
0.42498126029968264,0.024706084166976935,0.004488039016723633,0.00019568245511821818,0.8,0.1,0.0,700,20,12,0.01,0.5,0.8,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0, 'n_estimators': 700, 'min_child_weight': 20, 'max_depth': 12, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",-2.893514460826256,-3.0331390007436947,-2.9361942390552773,-3.09005008244533,-2.967320591525464,-2.9840436749192043,0.06987485683618222,31,-2.8803927211603693,-2.8714273519851194,-2.911360130280522,-2.8672204513393953,-2.876289228856166,-2.8813379767243146,0.015653996761113734
0.30112314224243164,0.008883518267781491,0.0065308094024658205,0.001489743570677487,0.9,0.5,0.1,500,15,10,0.05,0.5,0.6,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 15, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",-2.82795881949769,-2.92940591383083,-2.9316404625023407,-3.012103026714165,-2.820182675099748,-2.904258179528955,0.071976373640188,17,-2.7175398005642446,-2.7206325091110037,-2.7696685934017755,-2.711698375949794,-2.754301685814846,-2.7347681929683327,0.02292791666685785
0.23775186538696289,0.009331545054334174,0.008327054977416991,0.0008606810767314756,0.9,0.0,0.5,300,10,10,0.03,0.0,0.6,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6}",-2.8391389581139874,-2.7880033012530308,-2.928458454104101,-2.931139821640612,-2.7811362390705145,-2.853575354836449,0.0653899905504941,11,-2.4550542724641162,-2.4837293608689643,-2.4454176573734583,-2.4657669726389924,-2.499070429809335,-2.469807738630973,0.019385485695355795
0.3260240077972412,0.016063066593216248,0.0038212299346923827,9.783503996754758e-05,0.9,0.5,0.5,700,20,10,0.03,0.5,0.8,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 700, 'min_child_weight': 20, 'max_depth': 10, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.8}",-2.853254661744562,-3.1216220429091037,-2.9344207979059083,-3.121800794922724,-2.912741063497272,-2.988767872195914,0.11175464154722389,33,-2.8742550880950333,-2.8233929136786786,-2.882520093240449,-2.796060700120483,-2.846632558625722,-2.844572270752073,0.03202277100543682
