mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_samples,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5323613166809082,0.12076289590827947,0.13360838890075682,0.014467884345442023,200,30,15,0.8,0.6,12,True,"{'n_estimators': 200, 'min_samples_split': 30, 'min_samples_leaf': 15, 'max_samples': 0.8, 'max_features': 0.6, 'max_depth': 12, 'bootstrap': True}",-2.849999068477879,-2.9482309027482057,-2.9644089649852474,-3.072793941763394,-2.8418548408237254,-2.93545754375969,0.08476702979563605,1,-2.3144787935482314,-2.309876361215087,-2.278488245008411,-2.2380943094632006,-2.2801771592900586,-2.2842229737049977,0.027388392860352564
0.45738921165466306,0.08957648445409531,0.2801426887512207,0.07557207426707656,200,15,15,0.8,0.6,12,True,"{'n_estimators': 200, 'min_samples_split': 15, 'min_samples_leaf': 15, 'max_samples': 0.8, 'max_features': 0.6, 'max_depth': 12, 'bootstrap': True}",-2.8499990684778775,-2.9482309027482057,-2.9644089649852474,-3.072793941763395,-2.841854840823726,-2.9354575437596906,0.08476702979563665,2,-2.3144787935482314,-2.309876361215087,-2.278488245008411,-2.2380943094632,-2.2801771592900586,-2.2842229737049977,0.027388392860352717
0.4315967082977295,0.08356770741905925,0.3491462230682373,0.12407100503876381,200,30,12,0.9,0.4,15,True,"{'n_estimators': 200, 'min_samples_split': 30, 'min_samples_leaf': 12, 'max_samples': 0.9, 'max_features': 0.4, 'max_depth': 15, 'bootstrap': True}",-2.864489750340271,-2.9429051468415706,-2.958040086931327,-3.113313391699364,-2.82481514511625,-2.940712704185757,0.09933602087760628,3,-2.25168949130459,-2.2520511550419013,-2.215534482248302,-2.1925172325030293,-2.2203332187169798,-2.22642511596296,0.022805456433813664
0.49330987930297854,0.14056800624226037,0.21560201644897461,0.07005555876809086,150,25,10,0.7,0.4,18,True,"{'n_estimators': 150, 'min_samples_split': 25, 'min_samples_leaf': 10, 'max_samples': 0.7, 'max_features': 0.4, 'max_depth': 18, 'bootstrap': True}",-2.900118743323869,-2.933886079744421,-2.9761793188885455,-3.0538794885769,-2.844905054836699,-2.9417937370740868,0.07061492309829538,4,-2.301349672833735,-2.2784958219187708,-2.251472644037695,-2.209906196962108,-2.2551744896882266,-2.259279765088107,0.030511268844616274
0.6158234119415283,0.09963420534435907,0.19369606971740722,0.06210731743840881,300,30,15,0.8,0.4,20,True,"{'n_estimators': 300, 'min_samples_split': 30, 'min_samples_leaf': 15, 'max_samples': 0.8, 'max_features': 0.4, 'max_depth': 20, 'bootstrap': True}",-2.864701186555378,-2.9634708357992756,-2.9533780476387546,-3.093881156348319,-2.8373167405709836,-2.942549593382542,0.09010052553885604,5,-2.352701823110802,-2.3457694377418155,-2.317876712246834,-2.293073819655357,-2.320783260307958,-2.3260410106125535,0.021359518467135803
0.8256728172302246,0.13992722935136945,0.2823636054992676,0.06413057751860606,300,30,15,0.8,0.4,12,True,"{'n_estimators': 300, 'min_samples_split': 30, 'min_samples_leaf': 15, 'max_samples': 0.8, 'max_features': 0.4, 'max_depth': 12, 'bootstrap': True}",-2.8647011865553775,-2.963470835799275,-2.953378047638754,-3.0939238343793085,-2.837339292079783,-2.9425626392904998,0.09010959520267771,6,-2.352701823110802,-2.3457694377418155,-2.317876712246834,-2.2930150630787884,-2.3208908265862966,-2.3260507725529074,0.02137242455780702
0.6584702968597412,0.132220085306345,0.17602338790893554,0.057182760778179374,300,15,15,0.8,0.5,18,True,"{'n_estimators': 300, 'min_samples_split': 15, 'min_samples_leaf': 15, 'max_samples': 0.8, 'max_features': 0.5, 'max_depth': 18, 'bootstrap': True}",-2.850296093738307,-2.9462827165990757,-2.981277812428852,-3.08034791893457,-2.8591072959319312,-2.943462367526547,0.08481904161407003,7,-2.341290492512683,-2.325742040153252,-2.2916291228822283,-2.2607850101981355,-2.2879659929387004,-2.301482531737,0.02866800389377704
0.3206785202026367,0.07001686172918037,0.5724777698516845,0.047633431661592174,150,15,10,0.7,0.4,15,True,"{'n_estimators': 150, 'min_samples_split': 15, 'min_samples_leaf': 10, 'max_samples': 0.7, 'max_features': 0.4, 'max_depth': 15, 'bootstrap': True}",-2.8630252886841094,-2.9126474212443276,-2.987324039727192,-3.107486233804578,-2.8478734432989055,-2.9436712853518223,0.09527264430655846,8,-2.2336021650597324,-2.221641218192662,-2.205156429657813,-2.1663895002716878,-2.177940306574318,-2.2009459239512426,0.02543956954743603
0.8090336322784424,0.0921744298238515,0.25084676742553713,0.12745300141226718,250,30,10,0.9,0.4,15,True,"{'n_estimators': 250, 'min_samples_split': 30, 'min_samples_leaf': 10, 'max_samples': 0.9, 'max_features': 0.4, 'max_depth': 15, 'bootstrap': True}",-2.8625460968599143,-2.94824147030572,-2.9628593640298733,-3.102492699945424,-2.846672020621431,-2.944562330352473,0.09121347975765297,9,-2.2089582908177903,-2.2291261139326237,-2.177300395676934,-2.153848214410447,-2.1808799985728986,-2.1900226026821388,0.02623613159404461
0.7178966045379639,0.2092103787897513,0.3317748546600342,0.18812682658874716,300,20,12,0.7,0.6,15,True,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 12, 'max_samples': 0.7, 'max_features': 0.6, 'max_depth': 15, 'bootstrap': True}",-2.8781652066040277,-2.9053773294582212,-2.993308228381949,-3.0898691044374647,-2.856116754729448,-2.9445673247222226,0.08632135683526454,10,-2.271457764492627,-2.2722515232390297,-2.222098678587069,-2.192817933507711,-2.225985299163624,-2.2369222397980124,0.030742170402076368
