Metric,Baseline_Train,Baseline_Test,Optimized_Train,Optimized_Test
MAE,2.5334644010320493,3.254159791608663,2.346204455625835,3.175358164136135
RMSE,3.4087625160784527,4.195801138670239,3.217035099806805,4.154087194542236
R²,0.6566123635545946,0.4641683551277346,0.6941540302293261,0.4747696884110947
Median_AE,1.9576615682643599,2.596607472219862,1.8526264363131788,2.424123433573122
Within_1,27.608695652173914,17.92207792207792,29.130434782608695,19.74025974025974
Within_2,50.21739130434783,38.961038961038966,52.826086956521735,40.25974025974026
Within_3,68.26086956521739,57.4025974025974,74.78260869565217,61.298701298701296
Within_5,89.13043478260869,81.03896103896105,90.65217391304347,80.77922077922078
