Metric,Baseline_Train,Baseline_Test,Optimized_Train,Optimized_Test
MAE,2.531730308471253,3.28927832393794,2.3674364880237118,3.201517797909446
RMSE,3.397734362938108,4.211436325917343,3.2360128070685055,4.173478166327664
R²,0.6588306498763024,0.4601674802786285,0.6905349367919249,0.4698547713913025
Median_AE,1.9637591406453767,2.7287384449332244,1.8464460528777256,2.5085618636980573
Within_1,27.82608695652174,17.142857142857142,29.130434782608695,19.22077922077922
Within_2,50.65217391304348,36.62337662337662,52.391304347826086,39.740259740259745
Within_3,67.82608695652173,55.58441558441558,73.69565217391305,60.259740259740255
Within_5,88.69565217391305,80.51948051948052,90.8695652173913,81.03896103896105
