mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.16477088928222655,0.03813973203052612,0.010269069671630859,0.005916648108751074,0.7,0.5,0.1,300,5,10,0.03,0.5,0.7,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.7}",-3.4801086553993055,-2.6424886759931683,-2.760308999081013,-2.540101973396197,-2.7824973116635214,-2.8411011231066405,0.3311615293544243,4,-2.1691865805996704,-2.4096375511360626,-2.3714325342960727,-2.4339098974347015,-2.374335320771679,-2.351700376847637,0.0941574277309454
0.12041726112365722,0.012271031878031217,0.007631635665893555,0.0010581191200303547,0.9,0.0,0.1,300,20,10,0.01,0.0,0.7,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 20, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.7}",-3.6293024808125787,-3.0059484231944325,-2.8882686837946805,-2.9739713569522044,-2.9247442763050313,-3.0844470442117853,0.2753998115262848,32,-2.8952362717928963,-2.9426716287057513,-3.0817445166515767,-2.988375887998172,-2.9329012314844625,-2.968185907326572,0.06406376379618724
0.49872488975524903,0.025317880612454706,0.010531330108642578,0.0009033316896662918,0.8,0.1,0.5,700,5,8,0.1,0.0,0.8,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'n_estimators': 700, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",-3.7054971770720204,-2.5801127234600534,-2.846256706923981,-2.4944964506451988,-2.7575410689205264,-2.8767808254043556,0.4326832418185215,14,-1.5097236211518377,-1.7567847749097352,-1.696331190542763,-1.6772946344589645,-1.7710875496578067,-1.6822443541442211,0.09320486008130288
0.26974973678588865,0.011725572299312568,0.014588260650634765,0.008261800453523694,0.9,0.0,0.1,700,15,6,0.1,0.5,0.8,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.1, 'n_estimators': 700, 'min_child_weight': 15, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.8}",-3.6499939676015516,-2.878564783358908,-2.6705841906687846,-2.7348419368186114,-2.891688609457011,-2.9651346975809734,0.35262321376336686,25,-2.5314071156693383,-2.7108801157993123,-2.7891765556275945,-2.7870891340786237,-2.6849231738595885,-2.7006952190068914,0.09413161738123355
0.3495940685272217,0.05914119243009594,0.008936548233032226,0.00255135099171021,0.8,0.1,0.1,500,5,10,0.03,0.0,0.8,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.8}",-3.630676559614366,-2.557300537867356,-2.81457206054529,-2.492852182940435,-2.8381435127210533,-2.8667089707377,0.4056311614665497,11,-1.7721907358545754,-2.0089924594762785,-1.9615436357144755,-2.028157830732722,-2.019343285024502,-1.9580455893605104,0.09573189683543365
0.34421634674072266,0.06906576108705799,0.010036993026733398,0.004969488942785039,0.9,0.5,0.5,700,10,12,0.05,0.5,0.8,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 700, 'min_child_weight': 10, 'max_depth': 12, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.8}",-3.3998053563423154,-2.714322197230882,-2.8212291391591506,-2.5469176442247448,-2.7298699690843575,-2.8424288612082904,0.2924126147954409,5,-2.376217080485582,-2.525297116422058,-2.4956197313837043,-2.58288279434783,-2.5393270286142866,-2.503868750250692,0.06974622377155257
0.156662654876709,0.02856715899891589,0.008365488052368164,0.0009757007115592508,0.7,0.1,0.1,300,5,8,0.03,0.5,0.6,"{'subsample': 0.7, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.6}",-3.495379831713969,-2.647358843941524,-2.7913856848560368,-2.5517973888615386,-2.78468037897335,-2.854120425669284,0.3329026175607646,6,-2.1467387678745045,-2.3943540491968616,-2.350303382934815,-2.435716741251194,-2.3872876355944417,-2.3428801153703636,0.10175142841237038
0.13558650016784668,0.012662337418230645,0.008312177658081055,0.0013192258928482305,0.9,0.1,0.5,300,5,12,0.1,0.5,0.7,"{'subsample': 0.9, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.7}",-3.3733101288880127,-2.6208963375401546,-2.7871368796960443,-2.5185992051131083,-2.7762280647652564,-2.8152341232005154,0.29648581934905793,1,-2.2469249439777417,-2.430782314820965,-2.4144511628414533,-2.4748231257409916,-2.4417737828913952,-2.4017510660545094,0.07989565408768881
0.24951438903808593,0.04438683204537258,0.009972429275512696,0.004962238988113905,0.9,0.0,0.1,500,20,12,0.01,0.0,0.6,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 20, 'max_depth': 12, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.6}",-3.5918428421428747,-3.044248019371083,-2.7524661850060994,-2.842490938244251,-2.8993938100992174,-3.0260883589727054,0.29834092048914085,30,-2.790844119612969,-2.886622548964516,-2.9983689688917257,-2.9202369312301886,-2.877624314631413,-2.8947393766661627,0.06714499289168575
0.0727992057800293,0.00470775618267896,0.006978845596313477,0.000524824847659334,0.8,0.1,0.1,200,20,8,0.01,0.0,0.6,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 20, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.6}",-5.084700084897437,-4.938381705949551,-5.222605447277394,-5.352953090000096,-5.093478665234069,-5.13842379867171,0.14002321814750476,36,-5.04865702280325,-5.0821058868519655,-5.034698031650321,-5.001592509561227,-5.076051171245011,-5.048620924422354,0.02925467894286075
0.09809017181396484,0.014536629535166271,0.008872175216674804,0.004892949418384391,0.9,0.0,0.1,200,10,10,0.05,0.5,0.8,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.8}",-3.4132546749218333,-2.7186248105846147,-2.8075934730648733,-2.552873680326616,-2.7082312332897676,-2.840115574437541,0.2980629149879668,2,-2.3579363144742023,-2.5187486307608316,-2.493929565928016,-2.574904978283866,-2.531566970172532,-2.4954172919238897,0.0735835244894219
0.12124953269958497,0.011893699519757732,0.007294130325317383,0.0008088048765567998,0.8,0.1,0.5,300,20,8,0.01,0.5,0.8,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 20, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",-5.08566811531242,-4.939239631833946,-5.212350168243777,-5.34636930018025,-5.097292576173467,-5.136183958348772,0.1362575702132858,34,-5.049012724367289,-5.08236279257729,-5.0355019925141455,-5.001958668161092,-5.076090121785213,-5.048985259881006,0.029127419417838446
0.220103120803833,0.02038318436629626,0.022023916244506836,0.014190991988383982,0.7,0.1,0.0,500,15,8,0.03,0.0,0.6,"{'subsample': 0.7, 'reg_lambda': 0.1, 'reg_alpha': 0, 'n_estimators': 500, 'min_child_weight': 15, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6}",-3.519813423493516,-2.9941095055147677,-2.5901965811173846,-2.7369763116223678,-2.869787689871613,-2.9421767023239296,0.318621585233417,19,-2.6229945756564867,-2.7283507907813083,-2.853314626928375,-2.798956457770753,-2.759097485102467,-2.7525427872478785,0.07709753351116902
0.11690826416015625,0.026017625467960395,0.007513427734375,0.0008542771127286328,0.8,0.0,0.5,200,10,6,0.1,0.0,0.6,"{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.6}",-3.603039984852914,-2.688996624350651,-2.726880735635884,-2.661499511513236,-2.76350437492711,-2.888784246255959,0.3587875409050899,16,-2.148542585906106,-2.3583821580532214,-2.3620813619152883,-2.4454913874644504,-2.364335312876494,-2.335766561243112,0.09910848798531686
0.0848165512084961,0.008392692930228958,0.007898330688476562,0.0011032020443547351,0.8,0.0,0.5,200,15,12,0.03,0.5,0.7,"{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 15, 'max_depth': 12, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.7}",-3.5990552289406605,-2.9621113404783106,-2.691209571010502,-2.759530405148664,-2.8798018397176977,-2.9783416770591673,0.32421661151063325,26,-2.5850911406498884,-2.7659199152475167,-2.8645877914986824,-2.813648677848771,-2.7583431439353965,-2.7575181338360513,0.09425167172515085
0.32639169692993164,0.061502869985862345,0.011237621307373047,0.008036316621093659,0.9,0.0,0.1,700,15,10,0.05,0.5,0.7,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.1, 'n_estimators': 700, 'min_child_weight': 15, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.7}",-3.580413480611793,-2.910572581905391,-2.622818601979272,-2.7519014932232206,-2.863614683364932,-2.9458641682169215,0.3324584969105533,21,-2.531441241136373,-2.7134399667438966,-2.802841155394658,-2.7810538103000337,-2.688576392101599,-2.7034705131353123,0.09571727933146651
0.22248468399047852,0.03321276582079589,0.015601110458374024,0.012658962948081734,0.7,0.0,0.5,500,15,6,0.05,0.5,0.6,"{'subsample': 0.7, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 500, 'min_child_weight': 15, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",-3.516321004603615,-2.9405918196681093,-2.649995109748238,-2.74024894939947,-2.8631505156413626,-2.942061479812159,0.30398492197308075,18,-2.682082849638468,-2.8119793256950882,-2.92318594971392,-2.856001559357342,-2.7979570757407948,-2.8142413520291223,0.07918207430007045
0.134989595413208,0.007060617388815608,0.007435369491577149,0.0010952795635432713,0.8,0.1,0.0,300,10,6,0.1,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.8}",-3.583823130335902,-2.7627053414317295,-2.715876227776486,-2.5686810957646635,-2.737471129561179,-2.873711384973992,0.3614132963745194,12,-2.1076766978619537,-2.300943804287628,-2.274487996954382,-2.3659316752699007,-2.2781156542847514,-2.265431165731723,0.0854293795940921
0.09446640014648437,0.012976050117361007,0.008865976333618164,0.002292936219936223,0.9,0.1,0.0,200,20,8,0.1,0.5,0.6,"{'subsample': 0.9, 'reg_lambda': 0.1, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 20, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.6}",-3.6608066298133117,-3.026345336960993,-2.742134840041471,-2.831671634155777,-2.886551195108645,-3.0295019272160397,0.3288486493926998,31,-2.7957477618721307,-2.862521224345056,-2.9959312937155365,-2.914230246566065,-2.8591850859273946,-2.8855231224852367,0.06677792765337658
0.2834031105041504,0.05469422577005138,0.01286458969116211,0.011681045530891407,0.8,0.0,0.5,500,10,10,0.01,0.1,0.7,"{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.7}",-3.460940335236029,-2.7602903079206174,-2.734692345285373,-2.657347038233338,-2.706256027577464,-2.863905210850564,0.30046713502423567,10,-2.34832513732442,-2.5363493286854983,-2.5646231261657366,-2.6046669195446603,-2.5375598409385574,-2.5183048705317743,0.08853615122801331
0.10920553207397461,0.023370688600223587,0.01180858612060547,0.0053927980579587,0.7,0.5,0.5,200,20,10,0.1,0.0,0.6,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 20, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.6}",-5.09375611081494,-4.936518514418265,-5.188947786135846,-5.337577416127851,-5.141507334389502,-5.13966143237728,0.130366891739931,37,-5.051984648188742,-5.081547954540481,-5.03733661829794,-5.00244763030036,-5.076541676303613,-5.049971705526227,0.028723711258902922
0.2614116191864014,0.03695376332762371,0.007672309875488281,0.0013695680051650139,0.7,0.5,0.0,700,20,12,0.1,0.5,0.8,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 700, 'min_child_weight': 20, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.8}",-5.086196010946385,-4.9546208818718585,-5.210159525580452,-5.330531127221024,-5.163273541271947,-5.148956217378334,0.12539963693769943,40,-5.049206698957079,-5.086968704660443,-5.035673727574905,-5.002839510866259,-5.076763969254264,-5.05029052226259,0.03004182518445017
0.1782364845275879,0.030712501863251983,0.012788486480712891,0.011648198708334395,0.7,0.1,0.5,300,15,12,0.1,0.0,0.7,"{'subsample': 0.7, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 15, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.7}",-3.5527667273547014,-2.9879064416132404,-2.664292227472234,-2.7250115412446263,-2.8105070468955162,-2.948096796916064,0.3213887169249995,22,-2.5872481462734083,-2.6859009250657238,-2.810555119977444,-2.7555806903943028,-2.703481355329635,-2.7085532474081027,0.07465887992667654
0.18421082496643065,0.031238844079718792,0.007233190536499024,0.001357930621956572,0.8,0.5,0.1,500,20,12,0.1,0.5,0.7,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 20, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.7}",-5.09335865899576,-4.936333683250856,-5.209689651925227,-5.327807541048356,-5.088823675298412,-5.131202642103723,0.13116078073045465,33,-5.051838605015384,-5.081492606886342,-5.035710563240567,-5.002990983578313,-5.0760036309706,-5.049607277938241,0.028581875569328112
0.2150479793548584,0.0033869384378117685,0.007290697097778321,0.0009501043448723449,0.9,0.5,0.0,500,10,12,0.05,0.0,0.7,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 12, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7}",-3.55860306262849,-2.622430088217257,-2.8797900024236007,-2.5217771853471267,-2.8224270502294435,-2.8810054777691834,0.36289877230955375,15,-2.0858425643277587,-2.2644626322809156,-2.263510008130311,-2.353063148147751,-2.3052319950952165,-2.2544220695963904,0.09045901174499617
0.123927640914917,0.028040829595836744,0.007872724533081054,0.0021341003906002304,0.7,0.5,0.1,300,20,12,0.05,0.5,0.6,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 20, 'max_depth': 12, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",-5.087793056231602,-4.9434039495173225,-5.199562155605164,-5.338752237752297,-5.129660354418568,-5.139834350704992,0.1300249556871361,38,-5.049793531247675,-5.08360979663019,-5.0365045066001946,-5.00238229239425,-5.076420685992885,-5.04974216257304,0.029247070712261992
0.23647503852844237,0.061002232341522446,0.006257438659667968,0.0017137209146862364,0.8,0.1,0.0,700,20,12,0.01,0.5,0.8,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0, 'n_estimators': 700, 'min_child_weight': 20, 'max_depth': 12, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",-5.086430501133226,-4.936457244418018,-5.210313667060032,-5.34948654754762,-5.105590202780191,-5.137655632587817,0.13732044552031286,35,-5.049292862082657,-5.081529607251816,-5.035661643679707,-5.001785301914189,-5.076174863417587,-5.048888855669191,0.02899590321845972
0.18854689598083496,0.044960166136165644,0.0061359405517578125,0.001616511984554392,0.9,0.5,0.1,500,15,10,0.05,0.5,0.6,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 15, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",-3.645019426117284,-2.8667182850977584,-2.592901587537576,-2.740953895367864,-2.867452373211892,-2.942609113466475,0.36544449138880236,20,-2.525772931429721,-2.7074637962065724,-2.7999650064018007,-2.7901003314233437,-2.6992698284005434,-2.704514378772396,0.09840781165738398
0.1467071533203125,0.005011168156653931,0.007986068725585938,0.0008503229023392271,0.9,0.0,0.5,300,10,10,0.03,0.0,0.6,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6}",-3.483203711187534,-2.680137246087201,-2.789832457818297,-2.589815719376538,-2.7744618481881838,-2.8634901965315507,0.3180919280368764,8,-2.2381360923197398,-2.416508346195079,-2.416700234591574,-2.479338578745563,-2.437003610680776,-2.397537372506546,0.08292756182229975
0.22221031188964843,0.007296298749535688,0.0054530143737792965,0.001121408599213599,0.9,0.5,0.5,700,20,10,0.03,0.5,0.8,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 700, 'min_child_weight': 20, 'max_depth': 10, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.8}",-3.593913200824431,-3.0080707446621058,-2.76942290080831,-2.803021134318945,-2.9005429087784425,-3.014994177878447,0.3011750605121785,27,-2.781988473113457,-2.865037810990266,-3.001968473397206,-2.905960504862993,-2.8556861389536685,-2.882128280263518,0.07204012600316703
